Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Attrited Customer,43,2,Graduate,Married,R80K - R120K,Blue,33,5,3,3,2111,1761,350
Existing Customer,48,3,Uneducated,Single,Less than R40K,Blue,43,5,4,2,1532,1183,349
Existing Customer,46,2,High School,Married,R40K - R60K,Blue,32,4,3,2,2619,2271,348
Existing Customer,40,3,Graduate,Single,R40K - R60K,Blue,30,6,3,3,2583,2235,348
Existing Customer,53,3,Unknown,Married,R80K - R120K,Blue,43,5,3,0,2464,2116,348
Existing Customer,44,2,Uneducated,Married,R40K - R60K,Blue,35,3,2,1,"1438,3",1091,"347,3"
Existing Customer,56,2,High School,Married,R60K - R80K,Blue,51,5,6,3,2863,2517,346
Attrited Customer,48,5,Graduate,Married,Less than R40K,Blue,40,4,3,2,2860,2517,343
Attrited Customer,53,2,Unknown,Married,Less than R40K,Blue,33,2,3,3,2859,2517,342
Existing Customer,33,1,Graduate,Married,R60K - R80K,Blue,22,3,1,3,2859,2517,342
Attrited Customer,37,3,Graduate,Single,Less than R40K,Blue,24,2,1,4,2802,2460,342
Existing Customer,40,3,Unknown,Married,Less than R40K,Blue,30,4,2,3,1620,1278,342
Existing Customer,55,1,Unknown,Married,Less than R40K,Blue,36,6,6,2,2857,2517,340
Existing Customer,36,0,Unknown,Married,Less than R40K,Blue,24,4,3,2,2570,2230,340
Attrited Customer,39,1,Graduate,Single,Less than R40K,Blue,26,3,3,1,1876,1536,340
Existing Customer,62,1,Graduate,Unknown,Less than R40K,Blue,36,6,3,2,2856,2517,339
Existing Customer,45,2,Graduate,Married,R60K - R80K,Blue,33,4,3,4,2648,2309,339
Existing Customer,39,2,Uneducated,Single,Less than R40K,Blue,36,3,2,3,2370,2031,339
Attrited Customer,35,1,Unknown,Married,R40K - R60K,Blue,26,6,4,4,2045,1707,338
Existing Customer,45,3,High School,Single,R40K - R60K,Blue,36,2,3,3,2853,2517,336
Existing Customer,43,3,High School,Unknown,Less than R40K,Blue,13,6,2,1,2605,2269,336
Existing Customer,38,1,Graduate,Single,Less than R40K,Blue,22,3,3,3,2484,2149,335
Existing Customer,59,1,Graduate,Married,R40K - R60K,Blue,36,6,2,2,2300,1965,335
Attrited Customer,36,2,Post-Graduate,Single,Less than R40K,Blue,26,1,2,3,1821,1486,335
Existing Customer,52,3,Graduate,Single,R60K - R80K,Blue,36,5,2,2,2801,2467,334
Existing Customer,50,1,High School,Married,Less than R40K,Blue,45,5,3,4,1652,1318,334
Existing Customer,55,2,Unknown,Single,Less than R40K,Blue,36,3,1,2,2850,2517,333
Existing Customer,42,2,Unknown,Married,Less than R40K,Blue,31,6,2,3,2552,2220,332
Existing Customer,41,3,Uneducated,Married,R60K - R80K,Blue,30,3,1,2,1950,1618,332
Existing Customer,46,1,Unknown,Married,Less than R40K,Blue,36,2,3,2,2474,2143,331
Existing Customer,54,3,High School,Married,Less than R40K,Blue,42,4,2,3,"1438,3",1108,"330,3"
Existing Customer,38,3,High School,Married,R40K - R60K,Blue,27,2,3,3,2363,2033,330
Existing Customer,28,1,High School,Divorced,Less than R40K,Blue,36,5,3,4,2265,1935,330
Existing Customer,49,2,Uneducated,Married,Less than R40K,Blue,41,5,1,3,2189,1860,329
Existing Customer,57,2,College,Single,Less than R40K,Blue,49,4,2,2,1857,1528,329
Existing Customer,36,2,Doctorate,Single,R40K - R60K,Blue,26,4,3,2,2845,2517,328
Existing Customer,34,2,Post-Graduate,Married,Less than R40K,Blue,27,2,3,3,1726,1398,328
Existing Customer,50,2,Uneducated,Single,R40K - R60K,Blue,35,4,3,1,2784,2458,326
Existing Customer,54,2,Graduate,Married,R40K - R60K,Blue,36,5,3,0,1854,1528,326
Existing Customer,36,1,Doctorate,Single,Less than R40K,Blue,25,1,2,3,2835,2511,324
Existing Customer,65,0,Graduate,Unknown,Unknown,Blue,36,3,3,4,2025,1701,324
Existing Customer,40,3,Uneducated,Married,Less than R40K,Blue,27,1,1,1,2840,2517,323
Existing Customer,39,3,Graduate,Single,R60K - R80K,Blue,36,5,3,4,2527,2204,323
Existing Customer,45,1,Graduate,Single,R40K - R60K,Blue,36,5,2,2,1936,1613,323
Existing Customer,55,1,College,Single,R40K - R60K,Blue,50,3,3,3,1843,1520,323
Existing Customer,47,5,Graduate,Married,Less than R40K,Blue,42,3,5,1,2838,2517,321
Existing Customer,64,1,Graduate,Single,Less than R40K,Blue,52,5,3,2,2563,2242,321
Existing Customer,53,1,High School,Married,Less than R40K,Blue,48,5,3,3,2036,1716,320
Existing Customer,45,3,Post-Graduate,Divorced,R60K - R80K,Blue,37,6,3,3,2751,2432,319
Existing Customer,48,3,High School,Unknown,R40K - R60K,Blue,43,2,2,3,1753,1434,319
Existing Customer,54,2,Doctorate,Divorced,Less than R40K,Blue,43,6,1,3,"1438,3",1120,"318,3"
Existing Customer,39,3,College,Divorced,R40K - R60K,Blue,34,3,3,2,2503,2185,318
Existing Customer,33,3,Graduate,Single,R60K - R80K,Blue,27,6,2,3,2043,1725,318
Existing Customer,51,3,Post-Graduate,Married,R40K - R60K,Blue,36,2,3,3,1590,1273,317
Attrited Customer,53,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790,1474,316
Attrited Customer,48,4,Unknown,Married,Less than R40K,Blue,36,4,3,3,2740,2425,315
Existing Customer,38,1,College,Married,Less than R40K,Blue,25,3,3,1,2580,2265,315
Existing Customer,53,1,College,Single,Less than R40K,Blue,45,3,2,2,2312,1997,315
Existing Customer,51,2,Graduate,Single,R40K - R60K,Blue,43,3,1,3,2180,1865,315
Attrited Customer,41,4,College,Unknown,Unknown,Blue,22,4,2,3,"1438,3",1125,"313,3"
Attrited Customer,54,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532,2221,311
Attrited Customer,42,3,Graduate,Married,Less than R40K,Blue,36,4,3,2,2031,1720,311
Existing Customer,47,1,High School,Married,Unknown,Blue,43,4,2,2,1828,1517,311
Existing Customer,58,2,College,Single,Less than R40K,Blue,36,6,4,0,2212,1902,310
Existing Customer,43,4,Unknown,Single,Less than R40K,Blue,33,3,3,1,2525,2217,308
Existing Customer,54,3,High School,Married,R80K - R120K,Blue,36,6,1,2,"1438,3",1133,"305,3"
Attrited Customer,43,5,Uneducated,Single,Less than R40K,Blue,36,5,3,4,2689,2384,305
Existing Customer,48,5,Graduate,Single,Less than R40K,Blue,38,5,3,2,1605,1300,305
Existing Customer,42,3,High School,Married,Less than R40K,Blue,36,4,3,1,1676,1372,304
Existing Customer,47,4,High School,Married,Less than R40K,Blue,29,6,3,0,2712,2411,301
Existing Customer,64,0,Unknown,Married,Less than R40K,Blue,56,6,1,0,2215,1915,300
Existing Customer,39,2,High School,Married,Less than R40K,Blue,36,1,3,1,2816,2517,299
Existing Customer,41,2,Uneducated,Married,R60K - R80K,Blue,13,4,2,2,2243,1944,299
Existing Customer,45,3,Uneducated,Single,Less than R40K,Blue,39,5,4,1,2551,2253,298
Existing Customer,45,3,High School,Married,Less than R40K,Blue,35,2,2,1,2548,2250,298
Existing Customer,51,2,Unknown,Married,R40K - R60K,Blue,36,2,3,2,"1438,3",1141,"297,3"
Existing Customer,54,3,Unknown,Married,Less than R40K,Blue,36,6,2,4,2556,2260,296
Existing Customer,56,1,Graduate,Single,Less than R40K,Blue,47,5,2,3,2086,1792,294
Attrited Customer,48,2,Unknown,Divorced,Less than R40K,Blue,35,3,1,4,2806,2514,292
Existing Customer,54,3,Uneducated,Single,R40K - R60K,Blue,41,3,1,3,2488,2196,292
Existing Customer,40,4,Graduate,Married,Less than R40K,Blue,36,5,5,1,1577,1286,291
Existing Customer,42,4,Graduate,Single,R60K - R80K,Blue,33,5,2,0,2021,1731,290
Existing Customer,47,4,High School,Divorced,R60K - R80K,Blue,36,6,1,3,1943,1654,289
Attrited Customer,43,4,Uneducated,Married,Less than R40K,Blue,30,2,2,3,2082,1794,288
Attrited Customer,62,1,Unknown,Single,Less than R40K,Blue,55,3,3,3,1892,1604,288
Existing Customer,51,2,Doctorate,Single,Less than R40K,Blue,40,3,3,3,"1438,3",1153,"285,3"
Existing Customer,60,1,Uneducated,Divorced,R40K - R60K,Blue,52,4,2,3,2802,2517,285
Existing Customer,43,3,College,Married,R40K - R60K,Blue,31,5,3,2,2800,2517,283
Attrited Customer,45,3,Uneducated,Married,Less than R40K,Blue,35,3,3,3,2745,2463,282
Existing Customer,49,4,Unknown,Single,Less than R40K,Blue,36,4,1,4,1976,1694,282
Existing Customer,42,1,Doctorate,Single,Less than R40K,Blue,35,5,1,3,2725,2444,281
Existing Customer,50,4,Graduate,Married,Less than R40K,Blue,31,4,2,1,2080,1799,281
Existing Customer,47,3,College,Married,Less than R40K,Blue,38,5,2,2,1585,1304,281
Existing Customer,49,4,Graduate,Single,Less than R40K,Blue,42,4,3,4,2162,1882,280
Existing Customer,53,3,Graduate,Married,R40K - R60K,Blue,44,3,3,4,2636,2357,279
Existing Customer,59,1,Post-Graduate,Single,Less than R40K,Blue,36,6,2,2,2759,2481,278
Existing Customer,65,2,Doctorate,Single,Less than R40K,Blue,53,6,3,2,2195,1917,278
Existing Customer,51,4,Uneducated,Single,Less than R40K,Blue,37,4,4,2,1765,1487,278
Existing Customer,54,3,Uneducated,Married,Less than R40K,Blue,36,3,3,2,1556,1278,278
Attrited Customer,59,2,Uneducated,Single,R40K - R60K,Blue,53,4,5,4,2699,2422,277
Existing Customer,60,2,Unknown,Married,Less than R40K,Blue,36,6,3,2,2343,2066,277
Existing Customer,45,4,Doctorate,Married,R80K - R120K,Blue,39,2,3,2,"1438,3",1162,"276,3"
Existing Customer,53,1,Unknown,Married,Less than R40K,Blue,36,2,2,3,1472,1196,276
Attrited Customer,42,1,High School,Married,R40K - R60K,Blue,36,5,3,2,2705,2430,275
Existing Customer,42,1,Doctorate,Married,Less than R40K,Blue,27,5,3,3,1840,1565,275
Existing Customer,56,1,Graduate,Married,Less than R40K,Blue,50,4,3,2,1584,1311,273
Existing Customer,39,1,Graduate,Single,Less than R40K,Blue,30,5,6,2,2669,2397,272
Existing Customer,52,1,High School,Married,Less than R40K,Blue,36,2,2,2,2253,1981,272
Existing Customer,56,2,Graduate,Divorced,Less than R40K,Blue,45,4,2,4,1960,1690,270
Existing Customer,34,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617,1347,270
Existing Customer,44,4,High School,Single,Less than R40K,Blue,40,2,1,2,"1438,3",1169,"269,3"
Attrited Customer,52,3,High School,Married,Less than R40K,Blue,40,3,5,1,2003,1735,268
Existing Customer,51,2,Graduate,Divorced,Unknown,Blue,36,5,3,3,2069,1802,267
Existing Customer,46,4,Graduate,Single,R40K - R60K,Blue,36,1,3,1,2652,2386,266
Existing Customer,43,1,Graduate,Single,Less than R40K,Blue,38,3,3,3,2642,2377,265
Existing Customer,40,3,Uneducated,Married,Less than R40K,Blue,29,4,1,2,2490,2225,265
Existing Customer,48,4,High School,Married,R40K - R60K,Blue,40,5,1,2,2514,2251,263
Existing Customer,43,4,Graduate,Unknown,Unknown,Blue,36,6,5,1,2778,2517,261
Existing Customer,46,2,High School,Single,R40K - R60K,Blue,32,1,2,2,2000,1739,261
Existing Customer,27,1,Graduate,Single,Unknown,Blue,13,6,2,4,2339,2080,259
Existing Customer,60,0,Unknown,Married,R60K - R80K,Blue,54,4,1,0,2759,2501,258
Attrited Customer,55,1,Uneducated,Married,Less than R40K,Blue,36,5,3,2,2258,2000,258
Existing Customer,47,3,Graduate,Married,Less than R40K,Blue,36,4,2,2,1776,1519,257
Attrited Customer,42,2,Graduate,Married,Less than R40K,Blue,23,3,3,3,1929,1673,256
Existing Customer,53,3,Uneducated,Married,Less than R40K,Blue,36,3,1,3,"1438,3",1183,"255,3"
Existing Customer,46,5,Unknown,Single,Less than R40K,Blue,28,3,2,3,2424,2169,255
Existing Customer,50,2,Unknown,Single,R40K - R60K,Blue,43,2,1,3,1857,1603,254
Existing Customer,42,4,Uneducated,Unknown,R80K - R120K,Blue,36,6,5,1,2447,2195,252
Existing Customer,33,1,Graduate,Married,Less than R40K,Blue,21,5,3,2,2591,2340,251
Attrited Customer,39,2,High School,Single,R120K +,Blue,33,1,3,4,1726,1476,250
Existing Customer,34,1,Doctorate,Married,Unknown,Blue,25,4,3,3,2318,2069,249
Existing Customer,48,4,Graduate,Single,Less than R40K,Blue,41,3,3,2,1522,1273,249
Existing Customer,56,5,College,Single,Less than R40K,Blue,43,4,1,0,2763,2517,246
Existing Customer,43,4,Graduate,Unknown,Less than R40K,Blue,30,3,2,1,2397,2151,246
Existing Customer,29,1,Graduate,Married,Unknown,Blue,19,3,3,4,1709,1465,244
Existing Customer,54,4,Graduate,Single,Less than R40K,Blue,45,6,2,2,1990,1747,243
Attrited Customer,50,0,Doctorate,Single,Less than R40K,Blue,38,4,3,3,2595,2353,242
Existing Customer,33,2,Graduate,Married,R60K - R80K,Blue,13,3,3,3,1963,1721,242
Existing Customer,48,1,Unknown,Married,Unknown,Blue,41,3,2,2,"1438,3",1197,"241,3"
Existing Customer,47,4,High School,Married,R40K - R60K,Blue,40,4,2,3,2498,2258,240
Existing Customer,43,2,Unknown,Unknown,Less than R40K,Blue,36,4,3,3,1780,1541,239
Existing Customer,45,1,Unknown,Married,Less than R40K,Blue,33,6,3,2,"1438,3",1201,"237,3"
Attrited Customer,44,3,Unknown,Divorced,Less than R40K,Blue,32,3,3,2,1693,1457,236
Existing Customer,59,1,Doctorate,Married,Less than R40K,Blue,40,3,3,1,2687,2452,235
Existing Customer,53,1,Uneducated,Single,Less than R40K,Blue,39,4,3,4,1773,1539,234
Existing Customer,39,2,Graduate,Married,R60K - R80K,Blue,36,6,3,3,1982,1751,231
Existing Customer,38,1,Graduate,Single,Less than R40K,Blue,28,4,5,2,1690,1459,231
Existing Customer,44,3,Graduate,Married,Less than R40K,Blue,40,6,2,2,2232,2002,230
Existing Customer,60,0,Unknown,Single,R40K - R60K,Blue,46,6,2,1,1781,1551,230
Attrited Customer,56,2,Uneducated,Single,Less than R40K,Blue,43,1,2,4,1440,1211,229
Existing Customer,44,4,High School,Single,Less than R40K,Blue,36,6,2,3,1656,1429,227
Attrited Customer,42,2,Post-Graduate,Married,R60K - R80K,Blue,27,2,2,2,2476,2250,226
Existing Customer,53,1,Graduate,Married,R40K - R60K,Blue,36,6,3,3,2712,2487,225
Attrited Customer,46,3,College,Married,Less than R40K,Blue,36,5,2,2,"1438,3",1214,"224,3"
Existing Customer,43,2,Graduate,Divorced,Less than R40K,Blue,30,4,2,4,2351,2127,224
Existing Customer,45,3,Graduate,Married,R40K - R60K,Blue,36,3,3,1,2216,1992,224
Existing Customer,62,0,Graduate,Married,Less than R40K,Blue,36,3,2,2,1764,1540,224
Existing Customer,40,3,Graduate,Single,R40K - R60K,Blue,32,5,1,2,2526,2303,223
Existing Customer,44,2,Graduate,Married,R40K - R60K,Blue,38,4,1,3,2505,2282,223
Existing Customer,43,2,Uneducated,Single,Less than R40K,Blue,36,5,2,4,1736,1513,223
Existing Customer,26,0,Graduate,Unknown,Less than R40K,Blue,14,3,2,1,2163,1942,221
Existing Customer,48,1,Uneducated,Unknown,R40K - R60K,Blue,39,6,4,2,"1438,3",1218,"220,3"
Existing Customer,54,2,Graduate,Married,Less than R40K,Blue,46,6,2,2,2737,2517,220
Attrited Customer,48,4,Graduate,Unknown,Less than R40K,Blue,36,5,2,2,2700,2480,220
Existing Customer,63,0,Uneducated,Unknown,R40K - R60K,Blue,55,6,2,2,1651,1433,218
Existing Customer,43,2,Uneducated,Unknown,Less than R40K,Blue,39,5,3,3,2734,2517,217
Attrited Customer,52,2,Doctorate,Married,R40K - R60K,Blue,43,3,2,4,1822,1605,217
Attrited Customer,42,0,College,Single,R40K - R60K,Blue,30,5,2,3,"1438,3",1223,"215,3"
Existing Customer,59,1,Unknown,Married,Less than R40K,Blue,52,6,3,3,2308,2094,214
Existing Customer,45,1,Graduate,Married,Less than R40K,Blue,33,4,3,4,2009,1795,214
Existing Customer,65,0,High School,Single,R40K - R60K,Blue,53,4,1,3,2418,2205,213
Existing Customer,34,4,College,Single,R60K - R80K,Blue,20,5,1,2,2165,1952,213
Existing Customer,45,5,Graduate,Divorced,Less than R40K,Blue,26,3,5,2,"1438,3",1226,"212,3"
Existing Customer,32,2,Graduate,Single,Less than R40K,Blue,17,5,1,2,"1438,3",1228,"210,3"
Existing Customer,52,1,Uneducated,Married,Unknown,Blue,40,2,2,1,"1438,3",1228,"210,3"
Attrited Customer,47,2,Graduate,Married,Less than R40K,Blue,34,2,2,2,2234,2024,210
Existing Customer,43,3,Graduate,Married,Less than R40K,Blue,34,6,2,1,2725,2517,208
Existing Customer,49,5,Graduate,Married,Unknown,Blue,43,4,3,2,2557,2351,206
Attrited Customer,29,1,Uneducated,Single,Less than R40K,Blue,36,3,2,4,2516,2312,204
Attrited Customer,42,3,High School,Married,R40K - R60K,Blue,34,6,3,1,1585,1381,204
Attrited Customer,43,3,Graduate,Married,R40K - R60K,Blue,32,4,3,3,2701,2498,203
Existing Customer,34,1,Uneducated,Single,R60K - R80K,Blue,23,6,1,1,2033,1832,201
Existing Customer,60,1,Graduate,Single,Less than R40K,Blue,55,4,1,0,2346,2150,196
Attrited Customer,42,3,Graduate,Married,R40K - R60K,Blue,34,3,2,3,1640,1444,196
Existing Customer,51,2,High School,Single,R40K - R60K,Blue,37,5,1,1,2621,2426,195
Existing Customer,48,0,Unknown,Divorced,R40K - R60K,Blue,36,3,1,0,2708,2517,191
Existing Customer,44,1,Uneducated,Married,Less than R40K,Blue,36,3,2,4,1953,1762,191
Existing Customer,38,2,High School,Married,R40K - R60K,Blue,27,3,2,3,1776,1586,190
Existing Customer,54,1,Graduate,Married,R40K - R60K,Blue,43,4,3,3,2706,2517,189
Existing Customer,46,3,Graduate,Single,Less than R40K,Blue,38,5,1,3,1555,1366,189
Existing Customer,38,3,Uneducated,Single,Less than R40K,Blue,33,5,3,2,2206,2018,188
Attrited Customer,27,0,Unknown,Single,Less than R40K,Blue,16,6,1,3,1835,1647,188
Existing Customer,61,0,Graduate,Single,Less than R40K,Blue,36,5,3,3,2207,2020,187
Existing Customer,40,4,High School,Married,Less than R40K,Blue,31,2,3,3,1968,1781,187
Existing Customer,54,2,Graduate,Married,Less than R40K,Blue,39,4,4,2,2702,2517,185
Existing Customer,57,0,Graduate,Married,R80K - R120K,Blue,52,4,6,4,2564,2379,185
Existing Customer,58,1,Unknown,Married,R60K - R80K,Blue,36,3,1,3,2347,2163,184
Existing Customer,64,1,Graduate,Single,Less than R40K,Blue,36,4,3,1,1861,1677,184
Existing Customer,54,4,High School,Married,Less than R40K,Blue,36,3,5,3,1594,1411,183
Attrited Customer,43,3,High School,Single,R40K - R60K,Blue,34,1,3,2,1654,1474,180
Existing Customer,38,3,Graduate,Married,Less than R40K,Blue,36,4,2,4,2396,2217,179
Existing Customer,33,3,Uneducated,Married,Less than R40K,Blue,16,6,1,4,2042,1864,178
Existing Customer,44,4,High School,Single,Less than R40K,Blue,35,2,5,3,1552,1375,177
Existing Customer,32,2,Post-Graduate,Single,Less than R40K,Blue,36,4,5,1,2352,2176,176
Existing Customer,61,1,Graduate,Married,R40K - R60K,Blue,50,6,2,4,2531,2360,171
Existing Customer,47,3,Unknown,Married,Unknown,Blue,38,5,1,4,1634,1463,171
Existing Customer,58,3,High School,Married,Less than R40K,Blue,47,6,1,0,2609,2439,170
Existing Customer,42,2,Unknown,Single,Less than R40K,Blue,36,6,1,4,2677,2517,160
Existing Customer,63,1,Graduate,Married,Less than R40K,Blue,53,6,1,3,2675,2517,158
Existing Customer,46,4,High School,Married,Less than R40K,Blue,33,1,3,0,1896,1738,158
Existing Customer,31,1,College,Divorced,Less than R40K,Blue,21,2,2,3,2061,1904,157
Existing Customer,37,1,Graduate,Single,R40K - R60K,Blue,27,6,1,2,2673,2517,156
Existing Customer,38,1,Post-Graduate,Single,Less than R40K,Blue,26,4,1,3,2652,2496,156
Existing Customer,55,0,Uneducated,Married,Less than R40K,Blue,51,4,3,1,2041,1885,156
Existing Customer,54,1,College,Married,R60K - R80K,Blue,37,6,3,2,1909,1753,156
Existing Customer,48,1,Uneducated,Single,Less than R40K,Blue,38,5,2,0,2578,2424,154
Existing Customer,49,3,Graduate,Single,Less than R40K,Blue,42,5,2,3,2608,2455,153
Existing Customer,40,4,Unknown,Single,Less than R40K,Blue,33,4,4,3,1964,1811,153
Existing Customer,61,0,Graduate,Married,Unknown,Blue,36,6,2,3,2035,1883,152
Existing Customer,58,1,Graduate,Single,R40K - R60K,Blue,46,3,3,3,1996,1850,146
Attrited Customer,51,1,High School,Married,Less than R40K,Blue,43,4,3,3,1665,1521,144
Existing Customer,54,4,Unknown,Married,Less than R40K,Blue,41,3,2,0,1491,1349,142
Attrited Customer,40,3,Unknown,Single,R40K - R60K,Blue,29,3,3,3,2473,2332,141
Existing Customer,42,4,High School,Single,R80K - R120K,Blue,28,3,3,3,1944,1804,140
Existing Customer,26,0,Unknown,Married,Less than R40K,Blue,20,2,2,2,2516,2378,138
Existing Customer,55,2,Post-Graduate,Married,Less than R40K,Blue,49,4,1,1,2414,2276,138
Existing Customer,50,2,High School,Married,R40K - R60K,Blue,39,3,2,2,2275,2138,137
Existing Customer,59,1,Graduate,Unknown,Less than R40K,Blue,36,5,1,3,2621,2486,135
Existing Customer,36,1,Graduate,Single,Less than R40K,Blue,25,6,1,2,2622,2489,133
Existing Customer,41,2,Graduate,Single,Less than R40K,Blue,32,6,3,2,2250,2117,133
Existing Customer,53,2,Post-Graduate,Married,R40K - R60K,Blue,40,5,1,4,2127,1995,132
Existing Customer,46,3,College,Single,Less than R40K,Blue,36,5,2,2,2503,2373,130
Existing Customer,38,2,High School,Single,R60K - R80K,Blue,32,1,1,2,"1438,3",1309,"129,3"
Existing Customer,47,2,Uneducated,Single,Less than R40K,Blue,42,3,1,2,2271,2154,117
Existing Customer,56,1,Graduate,Married,Less than R40K,Blue,38,4,3,3,2578,2462,116
Existing Customer,56,2,Graduate,Married,R60K - R80K,Blue,44,3,1,2,2043,1928,115
Attrited Customer,47,3,Uneducated,Single,R60K - R80K,Blue,36,3,2,4,1659,1544,115
Attrited Customer,26,0,High School,Single,R40K - R60K,Blue,13,2,2,4,1730,1616,114
Existing Customer,53,1,College,Married,R40K - R60K,Blue,43,4,4,2,1525,1411,114
Attrited Customer,44,4,High School,Unknown,Less than R40K,Blue,38,2,2,3,2616,2505,111
Existing Customer,52,3,Graduate,Married,Less than R40K,Blue,44,5,5,3,2421,2312,109
Existing Customer,48,4,High School,Married,Unknown,Blue,44,1,2,1,2625,2517,108
Existing Customer,54,1,High School,Married,Less than R40K,Blue,43,6,2,3,2306,2200,106
Existing Customer,53,2,College,Married,Less than R40K,Blue,43,2,1,3,2160,2057,103
Attrited Customer,41,3,Post-Graduate,Single,Less than R40K,Blue,36,1,3,1,2067,1966,101
Existing Customer,44,2,Unknown,Married,R80K - R120K,Blue,37,6,1,3,2617,2517,100
Attrited Customer,41,2,High School,Single,Less than R40K,Blue,36,4,3,3,2201,2104,97
Existing Customer,45,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535,2440,95
